"Activity" "Variable" "Subject" "Average"
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Z" "5" -0.982035851588448
"WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Z" "6" -0.977438406694215
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" "1" -0.266014579489754
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" "2" -0.346612587206167
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" "3" 0.0721120523203553
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" "4" -0.979595942283105
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" "5" -0.976812403574007
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-mean" "6" -0.973080467603306
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std" "1" -0.262258922684426
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std" "2" -0.0525680444572687
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std" "3" -0.101246475994873
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std" "4" -0.945863136712329
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std" "5" -0.950934864187726
"WALKING_DOWNSTAIRS" "tBodyAccJerkMag-std" "6" -0.933847637479339
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "1" -0.333643988613115
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "2" -0.189742369026062
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "3" 0.237502465858376
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "4" -0.93347900826484
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "5" -0.950888356389892
"WALKING_DOWNSTAIRS" "tBodyAccMag-mean" "6" -0.925929175578512
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "1" -0.173189748920902
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "2" -0.0554499197036123
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "3" 0.191523473795482
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "4" -0.953349003652968
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "5" -0.960561500974729
"WALKING_DOWNSTAIRS" "tBodyAccMag-std" "6" -0.944071856900826
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "1" -0.507862994508197
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "2" -0.437342740104405
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "3" -0.371448219126396
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "4" -0.982473603607306
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "5" -0.955183946101083
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-X" "6" -0.962361669876033
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "1" -0.07068416474325
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "2" -0.0996626787162996
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "3" -0.0732563525497462
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "4" -0.0679454235557078
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "5" -0.0721349627126354
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Y" "6" -0.100014717219008
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "1" 0.0815913413220082
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "2" 0.0384741271129075
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "3" 0.0686377566718274
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "4" 0.0868061044118721
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "5" 0.0838997306805054
"WALKING_DOWNSTAIRS" "tBodyGyro-mean-Z" "6" 0.116020774446281
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "1" -0.101460819124291
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "2" -0.130313564568767
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "3" -0.0735119299104061
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "4" -0.0946811057077626
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "5" -0.100274367294224
"WALKING_DOWNSTAIRS" "tBodyGyro-std-X" "6" -0.101674823012397
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "1" -0.337681692152664
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "2" -0.146380637145374
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "3" -0.319049748924873
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "4" -0.965144599452055
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "5" -0.966430214620939
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Y" "6" -0.954167530826446
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "1" -0.271328227581967
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "2" -0.140821769080176
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "3" -0.128128132018274
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "4" -0.957534393789954
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "5" -0.967428904512635
"WALKING_DOWNSTAIRS" "tBodyGyro-std-Z" "6" -0.965779887107438
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "1" -0.47612152397541
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "2" -0.585109231629956
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "3" -0.502162011979695
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "4" -0.988529543881279
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "5" -0.974948361155235
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-X" "6" -0.972290451198347
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "1" -0.0484038919519672
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "2" -0.0314731648951542
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "3" -0.0569222782672081
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "4" -0.042080180929726
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "5" -0.0419712025465704
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Y" "6" -0.0386481929780537
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "1" -0.0514320681618852
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "2" -0.0435587177259912
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "3" -0.0609750186627919
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "4" -0.0543822712030137
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "5" -0.0530448182509025
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-mean-Z" "6" -0.0585418298090909
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "1" -0.173189748920902
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "2" -0.0554499197036123
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "3" 0.191523473795482
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "4" -0.953349003652968
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "5" -0.960561500974729
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std" "6" -0.944071856900826
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "1" -0.61363007307377
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "2" -0.637668906872247
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "3" -0.486164272243655
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "4" -0.987934340958904
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "5" -0.983390209494585
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Y" "6" -0.975273471900826
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "1" -0.488099388319672
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "2" -0.560851496881057
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "3" -0.294589472993909
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "4" -0.98561086173516
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "5" -0.982733035848375
"WALKING_DOWNSTAIRS" "tBodyGyroJerk-std-Z" "6" -0.983174440826446
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "1" -0.614649173360656
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "2" -0.667682906167401
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "3" -0.485403388989848
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "4" -0.98647107369863
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "5" -0.979070163032491
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-mean" "6" -0.970170961115702
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "1" -0.295171306077869
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "2" -0.26973035530837
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "3" 0.0973742127568528
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "4" -0.982803286894977
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "5" -0.983165717797834
"WALKING_DOWNSTAIRS" "tBodyGyroJerkMag-std-X" "6" -0.964215998471074
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "1" -0.418214104614754
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "2" -0.191832630657357
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "3" -0.27658809942132
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "4" -0.949004605936073
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "5" -0.939261893574007
"WALKING_DOWNSTAIRS" "tBodyGyroMag-mean" "6" -0.930244149586777
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "1" -0.542880594795082
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "2" -0.591629311480617
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "3" -0.454309243791878
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "4" -0.989759219269406
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "5" -0.983160357725632
"WALKING_DOWNSTAIRS" "tBodyGyroMag-std" "6" -0.979224059628099
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "1" -0.977581154508197
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "2" -0.947994182907489
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "3" -0.942717307360406
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "4" -0.977574843789954
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "5" -0.98492165064982
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-X" "6" -0.937594429917355
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "1" -0.166346347643443
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "2" -0.201062446299559
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "3" -0.143027033304569
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "4" -0.0106827199438356
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "5" -0.133707865400722
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Y" "6" 0.29897943231405
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "1" -0.123862099442623
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "2" -0.19786546240759
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "3" -0.128716566170711
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "4" 0.0594886373774429
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "5" -0.130387652792996
"WALKING_DOWNSTAIRS" "tGravityAcc-mean-Z" "6" 0.408693003264463
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "1" 0.0801488658494672
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "2" 0.0733422698101322
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "3" 0.0783039737502538
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "4" 0.075654106260274
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "5" 0.0744774575494585
"WALKING_DOWNSTAIRS" "tGravityAcc-std-X" "6" 0.0831534899847107
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "1" -0.966679291844262
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "2" -0.926890049647577
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "3" -0.936169601167513
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "4" -0.951896607013699
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "5" -0.97491256898917
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Y" "6" -0.96577593322314
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "1" -0.954086362213115
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "2" -0.897910223039648
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "3" -0.909464849695432
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "4" -0.944563381515982
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "5" -0.956695888700361
"WALKING_DOWNSTAIRS" "tGravityAcc-std-Z" "6" -0.944674456615702
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "1" -0.333643988613115
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "2" -0.189742369026062
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "3" 0.237502465858376
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "4" -0.93347900826484
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "5" -0.950888356389892
"WALKING_DOWNSTAIRS" "tGravityAccMag-mean" "6" -0.925929175578512
"WALKING_DOWNSTAIRS" "tGravityAccMag-std" "1" -0.288134238777906
"WALKING_DOWNSTAIRS" "tGravityAccMag-std" "2" -0.352981254293833
"WALKING_DOWNSTAIRS" "tGravityAccMag-std" "3" -0.0580771349331472
"WALKING_DOWNSTAIRS" "tGravityAccMag-std" "4" -0.982876190639269
"WALKING_DOWNSTAIRS" "tGravityAccMag-std" "5" -0.980194507148014
"WALKING_DOWNSTAIRS" "tGravityAccMag-std" "6" -0.978566844958678
"WALKING_UPSTAIRS" "fBodyAcc-mean-X" "1" -0.30609766443663
"WALKING_UPSTAIRS" "fBodyAcc-mean-X" "2" -0.219925162540164
"WALKING_UPSTAIRS" "fBodyAcc-mean-X" "3" 0.159083924487215
"WALKING_UPSTAIRS" "fBodyAcc-mean-X" "4" -0.975953709741697
"WALKING_UPSTAIRS" "fBodyAcc-mean-X" "5" -0.985214647976191
"WALKING_UPSTAIRS" "fBodyAcc-mean-X" "6" -0.95168608
"WALKING_UPSTAIRS" "fBodyAcc-mean-Y" "1" -0.0120930947595604
"WALKING_UPSTAIRS" "fBodyAcc-mean-Y" "2" -0.162509952018852
"WALKING_UPSTAIRS" "fBodyAcc-mean-Y" "3" 0.0522405063146119
"WALKING_UPSTAIRS" "fBodyAcc-mean-Y" "4" -0.930341677896679
"WALKING_UPSTAIRS" "fBodyAcc-mean-Y" "5" -0.949895335674603
"WALKING_UPSTAIRS" "fBodyAcc-mean-Y" "6" -0.949906625157895
"WALKING_UPSTAIRS" "fBodyAcc-mean-Z" "1" -0.322722647035275
"WALKING_UPSTAIRS" "fBodyAcc-mean-Z" "2" -0.358559146481967
"WALKING_UPSTAIRS" "fBodyAcc-mean-Z" "3" -0.151027886375936
"WALKING_UPSTAIRS" "fBodyAcc-mean-Z" "4" -0.93982751498155
"WALKING_UPSTAIRS" "fBodyAcc-mean-Z" "5" -0.954998469246032
"WALKING_UPSTAIRS" "fBodyAcc-mean-Z" "6" -0.959069385333333
"WALKING_UPSTAIRS" "fBodyAcc-std-X" "1" -0.344299907714286
"WALKING_UPSTAIRS" "fBodyAcc-std-X" "2" -0.378584368171311
"WALKING_UPSTAIRS" "fBodyAcc-std-X" "3" -0.00143643371278539
"WALKING_UPSTAIRS" "fBodyAcc-std-X" "4" -0.979733476420664
"WALKING_UPSTAIRS" "fBodyAcc-std-X" "5" -0.981005277420635
"WALKING_UPSTAIRS" "fBodyAcc-std-X" "6" -0.977258588736842
"WALKING_UPSTAIRS" "fBodyAcc-std-Y" "1" -0.0226360717582784
"WALKING_UPSTAIRS" "fBodyAcc-std-Y" "2" -0.0896186944319672
"WALKING_UPSTAIRS" "fBodyAcc-std-Y" "3" -0.0363479318287671
"WALKING_UPSTAIRS" "fBodyAcc-std-Y" "4" -0.905735282140221
"WALKING_UPSTAIRS" "fBodyAcc-std-Y" "5" -0.938237003492064
"WALKING_UPSTAIRS" "fBodyAcc-std-Y" "6" -0.939197468652632
"WALKING_UPSTAIRS" "fBodyAcc-std-Z" "1" -0.23763369193293
"WALKING_UPSTAIRS" "fBodyAcc-std-Z" "2" -0.138115307045082
"WALKING_UPSTAIRS" "fBodyAcc-std-Z" "3" -0.173626724678082
"WALKING_UPSTAIRS" "fBodyAcc-std-Z" "4" -0.904721133362362
"WALKING_UPSTAIRS" "fBodyAcc-std-Z" "5" -0.933664419246032
"WALKING_UPSTAIRS" "fBodyAcc-std-Z" "6" -0.952928762266667
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" "1" -0.304351982058205
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" "2" -0.3498837455
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" "3" 0.00456640199722374
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" "4" -0.981137696420664
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" "5" -0.982680677936508
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-X" "6" -0.979712890912281
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" "1" -0.158789920600256
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" "2" -0.367354412993279
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" "3" -0.108528052258447
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" "4" -0.967280212730627
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" "5" -0.969534834642857
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Y" "6" -0.968269392035088
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" "1" -0.430510222765128
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" "2" -0.5874692425
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" "3" -0.275452422809589
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" "4" -0.974194321918819
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" "5" -0.975456351785714
"WALKING_UPSTAIRS" "fBodyAccJerk-mean-Z" "6" -0.969771664280702
"WALKING_UPSTAIRS" "fBodyAccJerk-std-X" "1" -0.311244958861538
"WALKING_UPSTAIRS" "fBodyAccJerk-std-X" "2" -0.316293997877049
"WALKING_UPSTAIRS" "fBodyAccJerk-std-X" "3" -0.212034507227854
"WALKING_UPSTAIRS" "fBodyAccJerk-std-X" "4" -0.967571735904059
"WALKING_UPSTAIRS" "fBodyAccJerk-std-X" "5" -0.950963336706349
"WALKING_UPSTAIRS" "fBodyAccJerk-std-X" "6" -0.95847709322807
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" "1" -0.0390665839637363
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" "2" -0.356202302676229
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" "3" -0.0772292471136986
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" "4" -0.969634509483395
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" "5" -0.971790423412698
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Y" "6" -0.970193222385965
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" "1" -0.485166643691575
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" "2" -0.647038682663934
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" "3" -0.394943091666667
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" "4" -0.979279198523985
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" "5" -0.980621392936508
"WALKING_UPSTAIRS" "fBodyAccJerk-std-Z" "6" -0.974556131684211
"WALKING_UPSTAIRS" "fBodyAccMag-mean" "1" -0.470256578131868
"WALKING_UPSTAIRS" "fBodyAccMag-mean" "2" -0.390103215569672
"WALKING_UPSTAIRS" "fBodyAccMag-mean" "3" -0.0331986481716895
"WALKING_UPSTAIRS" "fBodyAccMag-mean" "4" -0.917012402568266
"WALKING_UPSTAIRS" "fBodyAccMag-mean" "5" -0.949115972584921
"WALKING_UPSTAIRS" "fBodyAccMag-mean" "6" -0.933408431412281
"WALKING_UPSTAIRS" "fBodyAccMag-std-X" "1" 0.276448731355311
"WALKING_UPSTAIRS" "fBodyAccMag-std-X" "2" 0.260724900377049
"WALKING_UPSTAIRS" "fBodyAccMag-std-X" "3" 0.285979983059361
"WALKING_UPSTAIRS" "fBodyAccMag-std-X" "4" 0.270474876797048
"WALKING_UPSTAIRS" "fBodyAccMag-std-X" "5" 0.280151844484127
"WALKING_UPSTAIRS" "fBodyAccMag-std-X" "6" 0.264923554561403
"WALKING_UPSTAIRS" "fBodyGyro-mean-X" "1" -0.492971077043956
"WALKING_UPSTAIRS" "fBodyGyro-mean-X" "2" -0.413844686004098
"WALKING_UPSTAIRS" "fBodyGyro-mean-X" "3" -0.37345894743379
"WALKING_UPSTAIRS" "fBodyGyro-mean-X" "4" -0.972867607453875
"WALKING_UPSTAIRS" "fBodyGyro-mean-X" "5" -0.957859022222222
"WALKING_UPSTAIRS" "fBodyGyro-mean-X" "6" -0.967883217192982
"WALKING_UPSTAIRS" "fBodyGyro-mean-Y" "1" -0.38697552851978
"WALKING_UPSTAIRS" "fBodyGyro-mean-Y" "2" -0.45458081054918
"WALKING_UPSTAIRS" "fBodyGyro-mean-Y" "3" -0.26249823900411
"WALKING_UPSTAIRS" "fBodyGyro-mean-Y" "4" -0.967204014428044
"WALKING_UPSTAIRS" "fBodyGyro-mean-Y" "5" -0.967690859563492
"WALKING_UPSTAIRS" "fBodyGyro-mean-Y" "6" -0.960871703263158
"WALKING_UPSTAIRS" "fBodyGyro-mean-Z" "1" -0.306689908878388
"WALKING_UPSTAIRS" "fBodyGyro-mean-Z" "2" -0.30805434610123
"WALKING_UPSTAIRS" "fBodyGyro-mean-Z" "3" -0.163767803646256
"WALKING_UPSTAIRS" "fBodyGyro-mean-Z" "4" -0.950087805461255
"WALKING_UPSTAIRS" "fBodyGyro-mean-Z" "5" -0.96350849281746
"WALKING_UPSTAIRS" "fBodyGyro-mean-Z" "6" -0.96202303354386
"WALKING_UPSTAIRS" "fBodyGyro-std" "1" -0.269556446226007
"WALKING_UPSTAIRS" "fBodyGyro-std" "2" -0.277922451122541
"WALKING_UPSTAIRS" "fBodyGyro-std" "3" 0.220513085459817
"WALKING_UPSTAIRS" "fBodyGyro-std" "4" -0.932510722435424
"WALKING_UPSTAIRS" "fBodyGyro-std" "5" -0.955859690238095
"WALKING_UPSTAIRS" "fBodyGyro-std" "6" -0.941833728389474
"WALKING_UPSTAIRS" "fBodyGyro-std-Y" "1" -0.383470577750916
"WALKING_UPSTAIRS" "fBodyGyro-std-Y" "2" -0.297235725138115
"WALKING_UPSTAIRS" "fBodyGyro-std-Y" "3" -0.326726240743836
"WALKING_UPSTAIRS" "fBodyGyro-std-Y" "4" -0.954469402841328
"WALKING_UPSTAIRS" "fBodyGyro-std-Y" "5" -0.961720454206349
"WALKING_UPSTAIRS" "fBodyGyro-std-Y" "6" -0.952801943614035
"WALKING_UPSTAIRS" "fBodyGyro-std-Z" "1" -0.418698272677656
"WALKING_UPSTAIRS" "fBodyGyro-std-Z" "2" -0.314110404320492
"WALKING_UPSTAIRS" "fBodyGyro-std-Z" "3" -0.389658161374429
"WALKING_UPSTAIRS" "fBodyGyro-std-Z" "4" -0.948073407601476
"WALKING_UPSTAIRS" "fBodyGyro-std-Z" "5" -0.964800253809524
"WALKING_UPSTAIRS" "fBodyGyro-std-Z" "6" -0.965442762842105
"WALKING_UPSTAIRS" "tBodyAcc-mean-X" "1" -0.308441543949084
"WALKING_UPSTAIRS" "tBodyAcc-mean-X" "2" -0.235723278031639
"WALKING_UPSTAIRS" "tBodyAcc-mean-X" "3" 0.14506261539589
"WALKING_UPSTAIRS" "tBodyAcc-mean-X" "4" -0.975801576531365
"WALKING_UPSTAIRS" "tBodyAcc-mean-X" "5" -0.983905922420635
"WALKING_UPSTAIRS" "tBodyAcc-mean-X" "6" -0.953741440596491
"WALKING_UPSTAIRS" "tBodyAcc-mean-Y" "1" -0.017561129248641
"WALKING_UPSTAIRS" "tBodyAcc-mean-Y" "2" -0.0273432203385861
"WALKING_UPSTAIRS" "tBodyAcc-mean-Y" "3" -0.01812967496921
"WALKING_UPSTAIRS" "tBodyAcc-mean-Y" "4" -0.0146155185043542
"WALKING_UPSTAIRS" "tBodyAcc-mean-Y" "5" -0.0163918559190476
"WALKING_UPSTAIRS" "tBodyAcc-mean-Y" "6" -0.0189796167430175
"WALKING_UPSTAIRS" "tBodyAcc-mean-Z" "1" -0.10926044959707
"WALKING_UPSTAIRS" "tBodyAcc-mean-Z" "2" -0.121690686504098
"WALKING_UPSTAIRS" "tBodyAcc-mean-Z" "3" -0.103176415831963
"WALKING_UPSTAIRS" "tBodyAcc-mean-Z" "4" -0.10421801604428
"WALKING_UPSTAIRS" "tBodyAcc-mean-Z" "5" -0.103108449058095
"WALKING_UPSTAIRS" "tBodyAcc-mean-Z" "6" -0.105683039442456
"WALKING_UPSTAIRS" "tBodyAcc-std-X" "1" 0.941597245457875
"WALKING_UPSTAIRS" "tBodyAcc-std-X" "2" 0.880571664303279
"WALKING_UPSTAIRS" "tBodyAcc-std-X" "3" 0.932162415525114
"WALKING_UPSTAIRS" "tBodyAcc-std-X" "4" 0.888036494501845
"WALKING_UPSTAIRS" "tBodyAcc-std-X" "5" 0.953086694007937
"WALKING_UPSTAIRS" "tBodyAcc-std-X" "6" -0.389816813975439
"WALKING_UPSTAIRS" "tBodyAcc-std-Y" "1" 0.024395262078022
"WALKING_UPSTAIRS" "tBodyAcc-std-Y" "2" -0.0736795416645082
"WALKING_UPSTAIRS" "tBodyAcc-std-Y" "3" 0.0390712467180365
"WALKING_UPSTAIRS" "tBodyAcc-std-Y" "4" -0.909585569597786
"WALKING_UPSTAIRS" "tBodyAcc-std-Y" "5" -0.939831969087302
"WALKING_UPSTAIRS" "tBodyAcc-std-Y" "6" -0.940282272982456
"WALKING_UPSTAIRS" "tBodyAcc-std-Z" "1" -0.226253432344542
"WALKING_UPSTAIRS" "tBodyAcc-std-Z" "2" -0.165690266911885
"WALKING_UPSTAIRS" "tBodyAcc-std-Z" "3" -0.117670912737123
"WALKING_UPSTAIRS" "tBodyAcc-std-Z" "4" -0.911684362778598
"WALKING_UPSTAIRS" "tBodyAcc-std-Z" "5" -0.937863905595238
"WALKING_UPSTAIRS" "tBodyAcc-std-Z" "6" -0.953017889501754
